	card1	card2	suited	force	qualifies	hrank
308	♢K	♠7	False	0	True	Two Pair
309	♣A	♠6	False	0	False	One Pair
310	♣5	♡A	False	0	True	Three Of A Kind
311	♣9	♢J	False	0	False	High Card
312	♡J	♢8	False	0	True	Two Pair
313	♠K	♡K	False	2	True	Three Of A Kind
314	♠T	♠4	True	0	True	Two Pair
315	♠Q	♣J	False	0	False	One Pair
316	♢8	♠J	False	0	True	Four Of A Kind
317	♣7	♣2	True	2	False	One Pair
318	♢2	♠3	False	1	True	Full House
319	♢4	♣T	False	0	False	One Pair
320	♢4	♢2	True	2	False	One Pair
321	♠5	♣9	False	0	False	One Pair
322	♣7	♢9	False	0	True	Two Pair
323	♣4	♢3	False	0	True	Three Of A Kind
324	♠4	♣3	False	0	True	Three Of A Kind
325	♢K	♠6	False	0	True	Three Of A Kind
326	♣8	♠2	False	2	True	Three Of A Kind
327	♣A	♢Q	False	2	True	Three Of A Kind
328	♡T	♣4	False	0	True	Three Of A Kind
329	♢A	♣6	False	0	False	High Card
330	♡A	♡J	True	2	False	High Card
331	♠T	♣6	False	0	False	High Card
332	♢6	♠Q	False	0	False	One Pair
333	♢9	♠7	False	0	True	Two Pair
334	♡J	♣4	False	0	False	One Pair
335	♢5	♣9	False	0	True	Three Of A Kind
336	♣4	♡6	False	0	True	One Pair
337	♢T	♠9	False	0	True	Four Of A Kind
338	♢A	♠Q	False	2	True	One Pair
339	♡A	♠K	False	2	True	Two Pair
340	♣9	♠5	False	0	True	One Pair
341	♣8	♠6	False	0	False	One Pair
342	♣T	♣4	True	0	False	One Pair
343	♣5	♡7	False	0	True	Three Of A Kind
344	♠A	♠Q	True	2	True	One Pair
345	♡T	♡T	True	2	True	Three Of A Kind
346	♠A	♡5	False	0	False	One Pair
347	♢6	♡Q	False	0	True	Three Of A Kind
348	♡J	♣5	False	0	False	One Pair
349	♢2	♢T	True	1	False	One Pair
350	♢8	♢Q	True	0	False	One Pair
351	♢2	♠5	False	1	True	Three Of A Kind
352	♣A	♡5	False	0	True	Four Of A Kind
353	♣7	♣K	True	0	True	Three Of A Kind
354	♠6	♢5	False	0	True	Three Of A Kind
355	♡4	♡8	True	0	True	Five Of A Kind
356	♠T	♢J	False	0	False	High Card
357	♡6	♣9	False	0	True	Three Of A Kind
358	♣2	♣4	True	1	True	Straight
359	♢T	♢5	True	0	False	High Card
360	♣Q	♠2	False	2	True	Three Of A Kind
361	♢3	♢A	True	0	True	Flush
362	♠K	♡3	False	0	True	Two Pair
363	♣K	♣7	True	0	True	One Pair
364	♣J	♠4	False	0	True	Three Of A Kind
365	♢8	♢4	True	0	True	Flush
366	♡K	♢2	False	2	False	One Pair
367	♡J	♡8	True	0	True	Two Pair
368	♠J	♣6	False	0	False	One Pair
369	♣5	♣2	True	2	True	Three Of A Kind
370	♢7	♢2	True	2	True	Five Of A Kind
371	♠5	♠5	True	2	True	One Pair
372	♢Q	♡4	False	0	True	One Pair
373	♢9	♠2	False	2	True	Three Of A Kind
374	♡6	♢3	False	0	True	Three Of A Kind
375	♢J	♣J	False	2	True	Three Of A Kind
376	♡Q	♠7	False	0	False	High Card
377	♢2	♠7	False	1	True	Three Of A Kind
378	♡7	♢5	False	0	True	Two Pair
379	♢6	♢9	True	0	False	One Pair
380	♢5	♣T	False	0	True	Full House
381	♣Q	♡9	False	0	False	High Card
382	♣4	♣8	True	0	True	Two Pair
383	♣9	♣J	True	0	False	High Card
384	♠3	♢K	False	0	False	High Card
385	♣K	♢2	False	2	True	Three Of A Kind
386	♠4	♣4	False	2	True	Three Of A Kind
387	♣J	♠6	False	0	False	One Pair
388	♡Q	♣6	False	0	False	One Pair
389	♡K	♣4	False	0	False	One Pair
390	♠Q	♠T	True	2	True	Three Of A Kind
391	♣2	♠6	False	1	True	One Pair
392	♢2	♣T	False	1	True	One Pair
393	♡J	♠6	False	0	True	Three Of A Kind
394	♠K	♡J	False	0	True	Three Of A Kind
395	♢A	♢5	True	0	True	Two Pair
396	♠Q	♠J	True	2	False	One Pair
397	♣3	♠8	False	0	True	Two Pair
398	♠5	♡T	False	0	False	One Pair
399	♣9	♢J	False	0	False	One Pair
400	♢K	♢2	True	2	True	Three Of A Kind
401	♠T	♠7	True	0	True	Four Of A Kind
402	♠K	♢4	False	0	True	One Pair
403	♠A	♠A	True	2	True	Four Of A Kind
404	♣6	♡5	False	0	True	Three Of A Kind
405	♣J	♣6	True	0	True	Five Of A Kind
406	♡3	♣K	False	0	False	One Pair
407	♢T	♡Q	False	0	False	One Pair
408	♠5	♢2	False	2	True	Three Of A Kind
409	♡3	♡K	True	0	False	High Card
410	♢Q	♣6	False	0	False	High Card
411	♣T	♣J	True	2	True	One Pair
412	♠K	♠J	True	2	True	Three Of A Kind
413	♠A	♢T	False	0	True	One Pair
414	♢A	♢A	True	2	True	Three Of A Kind
415	♡6	♡5	True	0	False	One Pair
416	♣2	♣4	True	1	True	Four Of A Kind
417	♡T	♡7	True	0	False	One Pair
418	♠A	♡A	False	2	True	Full House
419	♣6	♡5	False	0	True	One Pair
420	♢3	♡A	False	0	True	One Pair
421	♠2	♣A	False	1	True	Four Of A Kind
422	♢5	♡A	False	0	True	One Pair
423	♡J	♠7	False	0	False	One Pair
424	♠3	♣5	False	0	False	One Pair
425	♡3	♢Q	False	0	False	One Pair
426	♡K	♡9	True	0	True	Full House
427	♡Q	♢8	False	0	True	Three Of A Kind
428	♡3	♠5	False	0	True	Three Of A Kind
429	♡K	♢4	False	0	True	Three Of A Kind
430	♢4	♣7	False	0	True	Four Of A Kind
431	♡6	♣9	False	0	False	High Card
432	♡2	♠A	False	1	True	Four Of A Kind
433	♣7	♡A	False	0	False	One Pair
434	♣4	♣Q	True	0	True	Three Of A Kind
435	♣K	♠A	False	2	False	One Pair
436	♢8	♣A	False	0	False	One Pair
437	♡7	♣2	False	2	True	Four Of A Kind
438	♢6	♡J	False	0	True	Full House
439	♡6	♡2	True	2	True	Three Of A Kind
440	♢Q	♠K	False	2	True	Three Of A Kind
441	♡2	♡J	True	1	True	Four Of A Kind
442	♡4	♣8	False	0	True	Flush
443	♡3	♡6	True	0	False	One Pair
444	♠3	♢9	False	0	True	One Pair
445	♠7	♣A	False	0	False	High Card
446	♡A	♠8	False	0	False	One Pair
447	♡A	♡3	True	0	True	Full House
448	♢4	♡7	False	0	True	Straight
449	♡6	♠K	False	0	False	High Card
450	♣4	♣J	True	0	False	High Card
451	♣9	♣K	True	0	False	One Pair
452	♠5	♣6	False	0	False	One Pair
453	♢8	♡3	False	0	False	High Card
454	♣J	♠4	False	0	False	One Pair
455	♢Q	♠4	False	0	True	One Pair
456	♠K	♠K	True	2	True	Full House
457	♠A	♠6	True	0	True	Three Of A Kind
458	♡9	♣6	False	0	False	One Pair
459	♡3	♠7	False	0	True	Four Of A Kind
460	♢4	♠T	False	0	False	One Pair
461	♠K	♢K	False	2	True	Full House
462	♢7	♡Q	False	0	True	Four Of A Kind
463	♠T	♣6	False	0	True	Three Of A Kind
464	♣5	♣6	True	0	False	One Pair
465	♠9	♡8	False	0	True	One Pair
466	♢7	♣5	False	0	True	Four Deuces
467	♢A	♣9	False	0	True	One Pair
468	♢T	♡8	False	0	True	Two Pair
469	♢7	♢6	True	0	True	Three Of A Kind
470	♡Q	♢7	False	0	False	One Pair
471	♣4	♠6	False	0	True	Straight
472	♣9	♠J	False	0	True	Four Of A Kind
473	♣K	♠T	False	0	True	Three Of A Kind
474	♡3	♢Q	False	0	True	One Pair
475	♠8	♠2	True	2	True	Five Of A Kind
476	♠2	♣Q	False	1	True	Three Of A Kind
477	♡9	♡4	True	0	True	Two Pair
478	♡2	♡J	True	1	True	Three Of A Kind
479	♢4	♡T	False	0	True	Three Of A Kind
480	♣4	♣7	True	0	False	One Pair
481	♣K	♡2	False	2	False	One Pair
482	♣5	♠2	False	2	True	Four Of A Kind
483	♢6	♠3	False	0	True	Three Of A Kind
484	♣6	♠J	False	0	True	One Pair
485	♢3	♡2	False	2	True	Straight
486	♠5	♣7	False	0	False	One Pair
487	♣2	♣A	True	1	True	Three Of A Kind
488	♣J	♠7	False	0	True	Three Of A Kind
489	♠4	♠9	True	0	False	One Pair
490	♡6	♢9	False	0	True	Three Of A Kind
491	♠5	♠Q	True	0	False	One Pair
492	♢8	♠6	False	0	False	One Pair
493	♡6	♣J	False	0	True	One Pair
494	♢7	♠8	False	0	True	One Pair
495	♢2	♢Q	True	1	True	Three Of A Kind
496	♠K	♡T	False	0	True	Straight
497	♢7	♢Q	True	0	False	High Card
498	♣7	♣6	True	0	True	One Pair
499	♣4	♢8	False	0	True	One Pair
500	♢9	♠Q	False	0	True	Three Of A Kind
501	♢3	♢6	True	0	True	Flush
502	♢9	♢T	True	0	True	Three Of A Kind
503	♡K	♢4	False	0	False	One Pair
504	♢K	♣8	False	0	True	Three Of A Kind
505	♡9	♣5	False	0	True	Three Of A Kind
506	♣Q	♠Q	False	2	True	Three Of A Kind
507	♠T	♠5	True	0	True	Two Pair
508	♠7	♠4	True	0	True	Three Of A Kind
509	♣A	♣9	True	0	True	One Pair
510	♡T	♠4	False	0	False	One Pair
511	♠T	♢7	False	0	True	Two Pair
512	♡7	♣8	False	0	False	High Card
513	♠4	♣7	False	0	True	One Pair
514	♣2	♠A	False	1	True	One Pair
515	♣3	♣J	True	0	True	Full House
516	♡A	♢9	False	0	False	High Card
517	♢8	♢3	True	0	False	High Card
518	♠T	♠2	True	2	True	Full House
519	♢6	♠A	False	0	True	Four Of A Kind
520	♠K	♣4	False	0	True	Three Of A Kind
521	♡Q	♠K	False	2	False	High Card
522	♢9	♠K	False	0	True	Two Pair
523	♣6	♡7	False	0	True	Three Of A Kind
524	♣A	♡Q	False	2	True	Four Of A Kind
525	♡7	♠3	False	0	True	One Pair
526	♢J	♢6	True	0	True	Four Of A Kind
527	♠6	♡9	False	0	True	Two Pair
528	♠9	♣A	False	0	True	Two Pair
529	♠5	♢J	False	0	True	Three Of A Kind
530	♡6	♣J	False	0	True	Three Of A Kind
531	♡9	♣Q	False	0	True	Full House
532	♢8	♠9	False	0	True	One Pair
533	♡A	♢4	False	0	True	Two Pair
534	♢7	♣2	False	2	False	One Pair
535	♠2	♢4	False	1	True	One Pair
536	♢Q	♣7	False	0	True	Three Of A Kind
537	♢2	♡8	False	1	True	Four Of A Kind
538	♡T	♢A	False	0	True	Two Pair
539	♢5	♠7	False	0	True	Three Of A Kind
540	♠J	♠4	True	0	True	Full House
541	♣3	♣2	True	2	True	Four Of A Kind
542	♡6	♠7	False	0	True	One Pair
543	♣2	♡Q	False	1	False	One Pair
544	♠J	♠J	True	2	True	Four Of A Kind
545	♣J	♣A	True	2	True	Flush
546	♠J	♡6	False	0	False	One Pair
547	♡7	♡K	True	0	True	Flush
548	♠8	♢8	False	2	False	One Pair
549	♠6	♢2	False	2	True	Three Of A Kind
550	♣K	♢J	False	0	True	Three Of A Kind
551	♣T	♡K	False	0	True	Three Of A Kind
552	♣4	♢2	False	2	True	Four Of A Kind
553	♡J	♣K	False	0	True	Three Of A Kind
554	♣6	♠7	False	0	False	High Card
555	♠8	♠8	True	2	True	Three Of A Kind
556	♠7	♡T	False	0	True	One Pair
557	♡9	♠T	False	0	True	Two Pair
558	♠3	♡7	False	0	True	Three Of A Kind
559	♢9	♡A	False	0	False	One Pair
560	♠T	♡3	False	0	True	Five Of A Kind
561	♣2	♢J	False	1	True	Three Of A Kind
562	♢5	♣A	False	0	True	Two Pair
563	♠4	♡A	False	0	True	One Pair
564	♠J	♡T	False	0	True	Two Pair
565	♣J	♠3	False	0	False	High Card
566	♡Q	♡4	True	0	False	One Pair
567	♡6	♡8	True	0	True	One Pair
568	♠K	♣J	False	0	False	One Pair
569	♢A	♣A	False	2	True	Two Pair
570	♢7	♠T	False	0	True	Full House
571	♠7	♠8	True	0	True	Two Pair
572	♣5	♣3	True	0	False	One Pair
573	♢8	♢2	True	2	True	Three Of A Kind
574	♠2	♠7	True	1	True	Three Of A Kind
575	♢7	♠A	False	0	True	Two Pair
576	♢3	♠J	False	0	False	One Pair
577	♠4	♡A	False	0	True	One Pair
578	♡T	♢5	False	0	False	One Pair
579	♣6	♣5	True	0	True	Three Of A Kind
580	♡3	♣7	False	0	False	High Card
581	♡K	♡7	True	0	True	Three Of A Kind
582	♢J	♣6	False	0	True	Two Pair
583	♠T	♣T	False	2	True	Full House
584	♢Q	♡6	False	0	True	Four Of A Kind
585	♠3	♢8	False	0	True	Three Of A Kind
586	♢8	♣5	False	0	False	One Pair
587	♡T	♠2	False	2	True	Four Of A Kind
588	♡J	♢8	False	0	False	One Pair
589	♡J	♡J	True	2	True	Four Of A Kind
590	♣9	♡3	False	0	True	Four Of A Kind
591	♠8	♢J	False	0	True	Two Pair
592	♡6	♡9	True	0	True	Flush
593	♣K	♢A	False	2	True	Three Of A Kind
594	♢2	♠K	False	1	True	Three Of A Kind
595	♣6	♠J	False	0	True	Four Of A Kind
596	♠3	♣J	False	0	False	One Pair
597	♢9	♢6	True	0	False	High Card
598	♡K	♢7	False	0	True	Three Of A Kind
599	♣A	♣8	True	0	True	One Pair
600	♢5	♢4	True	0	True	One Pair
601	♣K	♠K	False	2	True	Four Of A Kind
602	♣3	♣J	True	0	True	Four Of A Kind
603	♣7	♢T	False	0	True	One Pair
604	♣2	♢J	False	1	False	One Pair
605	♣5	♡5	False	2	True	Three Of A Kind
606	♢T	♣J	False	0	True	One Pair
607	♠2	♠J	True	1	False	One Pair
608	♡9	♠K	False	0	True	One Pair
609	♠K	♡5	False	0	True	One Pair
610	♠2	♣Q	False	1	True	Straight
611	♠6	♢5	False	0	True	Three Of A Kind
612	♡A	♣T	False	0	True	One Pair
613	♠8	♡4	False	0	True	Three Of A Kind
614	♡3	♢7	False	0	False	One Pair
615	♢4	♠4	False	2	True	Four Of A Kind
616	♠9	♣J	False	0	True	Three Of A Kind
617	♢6	♡2	False	2	True	Straight
618	♣5	♡4	False	0	True	Three Of A Kind
619	♣6	♣A	True	0	True	Two Pair
620	♠6	♢T	False	0	True	One Pair
621	♢A	♢K	True	2	True	Straight
622	♢6	♡3	False	0	False	High Card
623	♠K	♠4	True	0	True	Full House
624	♠9	♡A	False	0	True	Flush
625	♠A	♡3	False	0	False	One Pair
626	♡7	♣5	False	0	True	One Pair
627	♡8	♣9	False	0	True	One Pair
628	♣8	♡6	False	0	True	Four Of A Kind
629	♠7	♡Q	False	0	True	Three Of A Kind
630	♣T	♢Q	False	0	False	One Pair
631	♣4	♡4	False	2	True	Three Of A Kind
632	♡9	♢J	False	0	False	One Pair
633	♠6	♣6	False	2	True	Three Of A Kind
634	♠3	♢Q	False	0	False	High Card
635	♡Q	♡8	True	0	False	One Pair
636	♠K	♢T	False	0	False	High Card
637	♡7	♣Q	False	0	True	Three Of A Kind
638	♠J	♡T	False	0	True	Three Of A Kind
639	♣2	♢J	False	1	True	Three Of A Kind
640	♠T	♠7	True	0	False	High Card
641	♣5	♣4	True	0	True	One Pair
642	♠J	♡7	False	0	True	Three Of A Kind
643	♣6	♣2	True	2	True	Full House
644	♢8	♡J	False	0	False	High Card
645	♡2	♢J	False	1	True	Three Of A Kind
646	♡4	♢2	False	2	True	Three Of A Kind
647	♡3	♡8	True	0	True	Three Of A Kind
648	♠K	♡J	False	0	False	High Card
649	♡K	♠9	False	0	False	One Pair
650	♣3	♠4	False	0	True	One Pair
651	♡2	♣3	False	1	True	Three Of A Kind
652	♣2	♢5	False	1	True	Three Of A Kind
653	♠8	♠J	True	0	True	Two Pair
654	♡2	♠A	False	1	True	Three Of A Kind
655	♠9	♠6	True	0	True	Straight
656	♡A	♡T	True	2	True	One Pair
657	♢J	♢3	True	0	True	Two Pair
658	♣K	♠4	False	0	True	Three Of A Kind
659	♡J	♡6	True	0	True	Four Of A Kind
660	♢K	♠9	False	0	False	One Pair
661	♡Q	♢J	False	0	True	Two Pair
662	♡K	♡2	True	2	True	Four Of A Kind
663	♣K	♠8	False	0	False	High Card
664	♠7	♠5	True	0	True	Three Of A Kind
665	♢3	♣Q	False	0	True	Four Of A Kind
666	♠2	♡2	False	1	True	Four Of A Kind
667	♡8	♢J	False	0	False	One Pair
668	♢6	♢2	True	2	True	Four Of A Kind
669	♡8	♣3	False	0	True	Full House
670	♡2	♢5	False	1	True	Five Of A Kind
671	♣J	♣5	True	0	True	Three Of A Kind
672	♡9	♣Q	False	0	False	One Pair
673	♠5	♡7	False	0	False	High Card
674	♠2	♠3	True	1	True	One Pair
675	♡J	♣K	False	0	True	Two Pair
676	♠4	♣J	False	0	False	One Pair
677	♣2	♢T	False	1	True	Three Of A Kind
678	♢4	♢T	True	0	True	Three Of A Kind
679	♢9	♠4	False	0	False	One Pair
680	♠7	♡A	False	0	True	One Pair
681	♡T	♣6	False	0	False	High Card
682	♣T	♡2	False	2	True	Three Of A Kind
683	♠A	♡3	False	0	False	One Pair
684	♣3	♢Q	False	0	True	Flush
685	♡3	♡Q	True	0	False	One Pair
686	♡A	♠K	False	2	True	Three Of A Kind
687	♣6	♡9	False	0	True	Three Of A Kind
688	♢3	♠A	False	0	True	One Pair
689	♡J	♣6	False	0	True	Full House
690	♠2	♠8	True	1	True	Three Of A Kind
691	♣6	♡8	False	0	True	Three Of A Kind
692	♣2	♣7	True	1	True	One Pair
693	♢8	♠2	False	2	False	One Pair
694	♡K	♡T	True	2	True	Two Pair
695	♣T	♠4	False	0	True	Four Of A Kind
696	♡8	♡5	True	0	True	Straight
697	♢8	♣A	False	0	True	One Pair
698	♣Q	♠9	False	0	True	Two Pair
699	♢K	♡J	False	0	False	One Pair
700	♡8	♢2	False	2	True	One Pair
701	♢5	♡2	False	2	True	Three Of A Kind
702	♣K	♠8	False	0	True	One Pair
703	♢A	♢5	True	0	True	Three Of A Kind
704	♣A	♠9	False	0	True	One Pair
705	♢8	♠6	False	0	True	Three Of A Kind
706	♠3	♢7	False	0	False	One Pair
707	♡K	♡7	True	0	True	Two Pair
708	♡T	♡Q	True	2	True	One Pair
709	♣9	♡4	False	0	True	Full House
710	♢4	♡K	False	0	True	Three Of A Kind
711	♢J	♣5	False	0	True	Three Of A Kind
712	♣7	♢A	False	0	True	Three Of A Kind
713	♢T	♡5	False	0	True	One Pair
714	♡8	♡K	True	0	False	High Card
715	♢8	♠2	False	2	False	One Pair
716	♢7	♡5	False	0	True	One Pair
717	♣9	♠4	False	0	True	Two Pair
718	♡A	♡4	True	0	True	Two Pair
719	♣7	♡3	False	0	False	One Pair
720	♡A	♣7	False	0	True	Three Of A Kind
721	♠5	♣Q	False	0	True	One Pair
722	♡6	♠7	False	0	False	High Card
723	♠9	♣Q	False	0	False	One Pair
724	♠4	♢K	False	0	True	Straight
725	♡J	♢6	False	0	False	High Card
726	♣9	♠7	False	0	True	Two Pair
727	♢9	♠Q	False	0	False	High Card
728	♢3	♢8	True	0	False	One Pair
729	♢5	♣4	False	0	False	One Pair
730	♡Q	♣2	False	2	True	Four Of A Kind
731	♢8	♡5	False	0	False	One Pair
732	♢2	♠T	False	1	True	Full House
733	♣8	♣A	True	0	True	Four Of A Kind
734	♣7	♡5	False	0	True	One Pair
735	♢7	♡J	False	0	True	Three Of A Kind
736	♣A	♣4	True	0	False	One Pair
737	♡K	♡Q	True	2	True	Three Of A Kind
738	♣A	♢5	False	0	True	One Pair
739	♣K	♠4	False	0	True	Four Of A Kind
740	♡7	♣Q	False	0	False	High Card
741	♠5	♡5	False	2	True	Full House
742	♢T	♠A	False	0	True	Three Of A Kind
743	♠K	♣8	False	0	True	Three Of A Kind
744	♠T	♣J	False	0	True	Two Pair
745	♢8	♢K	True	0	True	One Pair
746	♣A	♢4	False	0	True	Three Of A Kind
747	♢2	♣4	False	1	True	Flush
748	♡3	♡2	True	2	True	Three Of A Kind
749	♣Q	♠7	False	0	False	One Pair
750	♢5	♣3	False	0	False	One Pair
751	♢8	♣T	False	0	False	One Pair
752	♡A	♠J	False	0	True	One Pair
753	♣6	♢3	False	0	False	One Pair
754	♠7	♡6	False	0	True	Two Pair
755	♢T	♣8	False	0	False	One Pair
756	♣J	♢T	False	0	False	High Card
757	♠K	♢J	False	0	True	Two Pair
758	♢5	♠6	False	0	False	One Pair
759	♡K	♠9	False	0	True	Three Of A Kind
760	♢A	♢3	True	0	True	One Pair
761	♠4	♡6	False	0	True	Two Pair
762	♡T	♡A	True	2	True	Three Of A Kind
763	♠2	♢A	False	1	True	Four Of A Kind
764	♡J	♡6	True	0	False	One Pair
765	♡J	♣3	False	0	True	Three Of A Kind
766	♣Q	♣4	True	0	False	One Pair
767	♣T	♠K	False	0	False	One Pair
768	♣8	♡8	False	2	True	Three Of A Kind
769	♡T	♡J	True	2	True	Three Of A Kind
770	♠6	♣3	False	0	True	Five Of A Kind
771	♢4	♠7	False	0	True	Two Pair
772	♣6	♣T	True	0	False	One Pair
773	♡5	♣9	False	0	True	Three Of A Kind
774	♡5	♡A	True	0	True	Three Of A Kind
775	♣6	♢4	False	0	True	One Pair
776	♢8	♢9	True	0	False	High Card
777	♠4	♣9	False	0	True	Three Of A Kind
778	♣9	♢6	False	0	False	One Pair
779	♠6	♢9	False	0	True	Two Pair
780	♠5	♣J	False	0	True	Three Of A Kind
781	♡9	♠Q	False	0	False	High Card
782	♣7	♠7	False	2	True	Three Of A Kind
783	♣2	♢6	False	1	True	Four Of A Kind
784	♢3	♡6	False	0	False	High Card
785	♢Q	♢Q	True	2	True	Three Of A Kind
786	♢6	♡6	False	2	True	Three Of A Kind
787	♢A	♠A	False	2	True	Three Of A Kind
788	♣9	♣A	True	0	True	Four Of A Kind
789	♢7	♣A	False	0	True	Three Of A Kind
790	♠4	♠A	True	0	True	Flush
791	♡5	♡4	True	0	False	One Pair
792	♣3	♠9	False	0	True	Three Of A Kind
793	♣K	♡J	False	0	True	Straight
794	♢7	♠3	False	0	False	One Pair
795	♡3	♣4	False	0	False	High Card
796	♣9	♡6	False	0	True	One Pair
797	♣K	♣7	True	0	True	Two Pair
798	♠2	♠T	True	1	True	Three Of A Kind
799	♢6	♢A	True	0	False	One Pair
800	♠9	♠8	True	0	True	Three Of A Kind
801	♢9	♠T	False	0	True	Four Of A Kind
802	♢K	♠Q	False	2	True	One Pair
803	♣K	♠9	False	0	True	Two Pair
804	♡4	♠7	False	0	True	Straight
805	♣T	♡4	False	0	False	High Card
806	♠5	♠5	True	2	True	Three Of A Kind
807	♣9	♢2	False	2	True	Three Of A Kind
808	♠3	♠A	True	0	True	One Pair
809	♢4	♡6	False	0	True	One Pair
810	♡7	♡A	True	0	True	Two Pair
811	♡T	♢A	False	0	False	One Pair
812	♡9	♢4	False	0	True	Two Pair
813	♡A	♠J	False	0	False	High Card
814	♠7	♢6	False	0	True	Two Pair
815	♣8	♡8	False	2	False	One Pair
816	♠7	♣3	False	0	False	One Pair
817	♢8	♣4	False	0	True	One Pair
818	♠6	♡T	False	0	False	One Pair
819	♠J	♠3	True	0	True	Four Of A Kind
820	♡2	♣7	False	1	True	Full House
821	♠4	♡4	False	2	True	Two Pair
822	♣T	♢4	False	0	False	High Card
823	♠9	♢6	False	0	False	High Card
824	♣7	♡A	False	0	True	Three Of A Kind
825	♣6	♡T	False	0	False	One Pair
826	♣Q	♡5	False	0	True	Two Pair
827	♢9	♠8	False	0	True	Three Of A Kind
828	♣Q	♣J	True	2	False	High Card
829	♠8	♢4	False	0	False	High Card
830	♢6	♢3	True	0	True	Three Of A Kind
831	♡Q	♡2	True	2	True	Three Of A Kind
832	♠Q	♣J	False	0	True	One Pair
833	♠T	♠5	True	0	False	One Pair
834	♡4	♡J	True	0	False	One Pair
835	♡J	♡A	True	2	True	One Pair
836	♡9	♣8	False	0	False	One Pair
837	♢Q	♡6	False	0	True	Full House
838	♡2	♢J	False	1	True	Four Of A Kind
839	♠K	♢A	False	2	False	High Card
840	♡2	♠6	False	1	True	Three Of A Kind
841	♡A	♣8	False	0	False	High Card
842	♢7	♠A	False	0	False	One Pair
843	♠2	♣9	False	1	True	Four Of A Kind
844	♣K	♡3	False	0	True	Two Pair
845	♡9	♠3	False	0	False	One Pair
846	♢2	♡9	False	1	True	Three Of A Kind
847	♠2	♢J	False	1	True	Three Of A Kind
848	♡T	♣6	False	0	False	One Pair
849	♢6	♠5	False	0	False	One Pair
850	♠8	♡3	False	0	True	Three Of A Kind
851	♡T	♠2	False	2	True	Four Of A Kind
852	♠3	♣7	False	0	True	Four Of A Kind
853	♠6	♢2	False	2	True	Three Of A Kind
854	♣2	♣A	True	1	True	Full House
855	♠3	♠5	True	0	True	Three Of A Kind
